Id,Subject Focus,Eyes,Face,Near,Action,Accessory,Group,Collage,Human,Occlusion,Info,Blur,Pawpularity,Dimension Ratio,Image Width,Imgage Height,Is Cat,Aesth Score
00fe27dcd1daf42c85365e837415878c,0,1,1,1,0,0,0,0,0,0,0,0,53,1.0,1280,1280,1,5.196942701935768
00ff89af70382e1dede4c7091c454e47,0,1,1,1,0,0,0,0,1,1,0,0,31,1.0,1280,1280,1,5.329704783856869
0117f444e6118619c4f6492cba703177,1,1,1,1,0,0,0,0,0,0,0,0,95,1.3008130081300813,960,738,1,4.054223760962486
012518ff91b2484618693a277c0b07d5,0,1,1,1,0,0,0,0,0,0,0,0,34,1.3333333333333333,960,720,1,5.1811801344156265
0126fe11deba78f84fd05cd5f12c5a4b,0,1,1,1,0,0,0,0,0,0,0,0,37,1.3333333333333333,960,720,1,4.835099905729294
0130f5ec1200e85b4b282a8a14850dbe,0,1,1,1,0,0,0,0,0,0,0,0,46,1.3333333333333333,960,720,1,4.817966565489769
01318357ff47c204f0d5c5a28e4eac77,1,1,1,1,0,0,0,0,0,0,0,0,47,1.036734693877551,508,490,1,5.3298340402543545
01320990ba35993ad92b22f2d2ef039b,0,0,0,0,0,0,0,0,1,0,0,1,62,1.3333333333333333,960,720,0,5.504092060029507
013f86ed0e765b189990d3d5ac28bd7d,0,0,0,1,0,0,1,0,0,0,0,0,100,1.3333333333333333,960,720,0,4.729752235114574
0141dc34ad65d9e3d31a4b767c41438f,0,1,1,1,0,0,0,0,1,0,1,0,13,1.0,720,720,1,5.169461473822594
01430d6ae02e79774b651175edd40842,0,1,1,1,0,0,0,1,0,0,1,0,28,1.0,960,960,0,5.841115918010473
014af4e2e2154f171c8a0e2d30ebb420,0,0,0,1,0,0,0,0,0,0,0,0,21,0.75,960,1280,1,4.813079610466957
014b66005f03707d0a0409a1c19ca60c,0,1,1,1,0,0,0,0,0,0,0,0,25,1.775925925925926,959,540,0,5.3460091054439545
0150169aa0d554a63362e3e199fcd8f7,0,1,1,1,0,0,0,0,0,0,0,0,23,1.3333333333333333,960,720,1,5.088623054325581
01523678fb845e0a798879914b54b1f5,0,1,1,0,0,0,1,1,0,0,1,0,25,1.0,1280,1280,1,4.9202249720692635
015ce158a63d5d1e127ecc023648f581,0,1,1,1,0,0,0,0,1,0,0,0,28,1.7777777777777777,720,405,1,4.71601153165102
015fc78e0e0e4fcfb63b192ffeb62dd4,0,0,1,1,0,0,0,0,1,1,0,1,40,0.5625,540,960,1,4.659347154200077
01677db1a9bd1e37386a49cc1d6545a2,0,1,1,1,0,0,0,0,0,0,0,0,33,1.3333333333333333,960,720,1,4.883880332112312
016f00a8a9ea87df5d514a6992b36abe,0,1,1,0,0,0,0,0,0,0,0,0,46,1.7728531855955678,640,361,0,5.152186743915081
016fc6ee1d3fde99bd642299384fcb04,0,0,1,1,0,0,0,0,1,1,0,1,30,1.3333333333333333,960,720,1,5.342906780540943
0177251abec5b1102cbfa0758e1fa8ee,0,0,0,1,0,1,0,0,0,0,0,0,15,2.2222222222222223,960,432,0,5.5255090817809105
0185e6b6800c2af68dc1e055d91517be,0,0,0,1,0,0,0,0,0,0,0,0,27,1.7777777777777777,960,540,0,5.262952394783497
01908e0e2d05518e6f37398f7d8f9c11,0,1,1,1,0,0,0,0,0,0,0,0,32,0.6575,526,800,0,5.485786821693182
019211a7207432cc8229f19979b9df5d,0,1,1,1,0,0,0,0,0,0,0,0,17,1.0,1280,1280,1,5.686488281935453
019e7f286c9a3bd4d5a66b662b9465ee,0,0,0,1,0,0,0,0,0,0,0,0,82,0.91875,1176,1280,1,4.7703356593847275
01a4d7b6a0aec61f115ba3407ac3cb38,0,0,1,1,0,0,0,0,1,1,0,0,35,1.0689655172413792,217,203,0,3.9639840312302113
01a53ec12b1136eda19200c87c7ce206,0,0,0,1,0,0,0,0,0,0,0,1,55,0.75,720,960,0,4.933748118579388
01a5427a15d9a398116c92724abb6e16,0,1,1,1,0,0,0,0,0,0,0,0,40,2.0556745182012848,960,467,1,5.338611640036106
01b50a31cb6217bf25fad8fb21815ae2,0,1,1,1,0,0,0,0,0,0,0,0,21,1.3333333333333333,960,720,0,4.672492906451225
01b650d14149c5da9043a553a078bfb0,0,1,1,1,0,0,0,0,1,0,0,0,31,0.671875,860,1280,1,5.532845351845026
01b7f452c4838f620ded2c7f67438e94,0,1,1,1,0,0,0,0,1,1,0,0,58,1.1552346570397112,960,831,0,5.7138488329946995
01bc69de38798826e0164058e775201a,0,1,1,1,0,0,0,0,0,0,0,0,50,0.5266666666666666,395,750,1,3.937339559197426
01c029f3190009bf8a48a7b187d4dd9e,0,1,1,1,0,0,0,0,1,1,0,0,53,1.3333333333333333,960,720,1,5.389329966157675
01c34389fe155aea3503c914f29881fb,0,1,1,1,0,0,0,0,0,0,0,0,19,0.6096579476861167,303,497,1,4.009986732155085
01d3b1337b973c204125f409286d8e54,1,1,1,1,0,0,0,0,0,0,1,0,26,0.43203125,553,1280,0,5.529965277761221
01e46cec0d4c2d3131ea0a46633d7d74,0,1,1,1,0,0,1,1,1,1,1,0,41,1.0,960,960,0,4.8474945314228535
01e7a793ecf80d675f472d45ea7c7c3e,0,0,1,1,1,0,0,0,0,0,0,1,55,1.3333333333333333,960,720,1,4.527390941977501
020413ca0cf070c60d63409f5100993a,0,1,1,1,0,0,0,0,0,0,0,0,32,0.66640625,853,1280,0,4.03198678791523
02109ed7dc393b266b46f0de91ef4f2a,0,0,1,1,0,0,0,0,0,0,1,1,22,0.975609756097561,960,984,1,5.164111688733101
02205556525c9c12b34d9a00259519cb,0,1,1,1,0,1,0,0,1,0,0,0,23,0.7490740740740741,809,1080,1,5.566840156912804
0221f66230142bd45cbeb77b3cf1b4c9,0,1,1,1,0,0,0,0,0,0,0,0,39,1.3333333333333333,960,720,0,5.275494921952486
0223b44b4998dd781dcc7d747489794e,0,0,1,1,0,0,0,0,0,0,0,0,42,1.3333333333333333,960,720,0,5.272291116416454
023d98cfe386a7f75d6c112c3aedc0ae,0,1,1,1,0,0,0,0,1,1,0,0,57,1.7777777777777777,960,540,0,5.168017998337746
023e9c4a27815c9987e591e5e52ab291,0,1,1,0,0,0,0,0,0,0,0,0,50,1.3333333333333333,960,720,0,4.821768470108509
0254f54b148543442373d5aad45b2d1a,0,1,1,1,0,0,0,0,0,0,0,0,100,0.5625,720,1280,0,5.585570476949215
0255e40c9fae62a35c1943c4463ca6ad,0,1,1,1,0,0,1,0,0,0,0,0,31,0.75,960,1280,1,5.497287109494209
02581632f146cccfcfc93005ef5f907e,0,0,1,0,0,0,0,0,1,1,0,0,38,1.0,1280,1280,1,4.847304649651051
02585d6ff78871e7a5eb86ab620bbd0e,0,0,1,1,0,0,0,0,0,0,0,1,51,0.5625,405,720,0,4.1731288731098175
02715d2f51385785febaccc52b7138b7,0,1,1,1,0,0,0,0,0,0,0,0,19,1.7943925233644857,960,535,1,5.178643111139536
027a909fd3bc802f80646e92f8fdcd50,0,1,1,1,0,0,0,0,1,1,0,0,34,1.3333333333333333,960,720,0,5.328952312469482
027dcc5f09ddf1347168e6637decb24c,0,1,1,1,0,0,1,0,0,0,0,0,39,1.3333333333333333,960,720,1,5.089276380836964
028d7652721dfd8643af1c9b21603af0,0,1,1,1,0,0,0,0,0,1,1,0,41,1.3333333333333333,960,720,0,4.924317792057991
029141b506deb62d9c9e30cb52c952c4,0,1,1,1,0,0,0,0,0,0,0,0,60,1.7777777777777777,720,405,0,5.214936316013336
029eb81eec4951bf0919743a0fdc3ebc,0,1,1,1,0,0,1,0,0,0,0,0,41,0.74765625,957,1280,1,4.562638361006975
02a5a6417e5eb9694203e348741f76d0,0,1,1,1,0,0,0,0,0,0,0,0,49,1.3333333333333333,960,720,1,5.626737661659718
02b40c9bb4aa551021c925e8f301f879,0,1,1,1,0,0,0,0,0,0,0,0,41,1.3333333333333333,960,720,1,5.390847720205784
02b65b9132cd726756a300a4dd3ecd4a,0,1,1,1,0,0,0,0,1,1,0,0,14,1.242765273311897,773,622,1,5.092876732349396
02c494a328763f5ec1c8ea61cf86f92c,0,0,1,1,0,0,0,0,1,0,0,0,19,1.3333333333333333,960,720,1,4.6199546083807945
02c63ef79c250f67aa845d36d38484c1,0,0,1,1,0,0,1,0,0,0,0,0,75,1.7777777777777777,640,360,0,4.766547299921513
02c91a9f0d7a8c0f58a51d52d158ac50,0,1,1,1,0,1,0,0,0,0,0,0,43,0.58359375,747,1280,1,4.716706141829491
02ce34db83f5c87bc7a31de6146f15b1,0,1,1,1,0,0,0,0,0,0,0,0,31,1.7777777777777777,960,540,0,5.000908989459276
02d1b5d5a0910d3d093a12137548da15,0,1,1,1,0,0,0,0,0,0,0,0,88,1.3333333333333333,960,720,0,5.349025398492813
02d708c42c3544e702f7d3a431d5b320,0,0,0,1,0,0,0,0,0,0,0,1,14,1.0052356020942408,960,955,1,4.852777503430843
02df15ac385bf43109f3884c49612e62,0,1,1,1,0,0,0,0,0,0,0,0,94,1.7777777777777777,960,540,1,5.525060415267944
02eaa2451e7022bc23156b68ecced4a2,0,1,1,1,0,0,0,0,0,0,0,0,33,2.0,960,480,1,4.515597432851791
02f2a34e566b60159bff8bda8e07f863,0,1,1,1,0,0,0,0,0,0,0,0,30,1.0,600,600,0,5.513349331915379
02f7bdd5745b91089029fa6826bb2288,0,1,1,1,0,0,0,0,0,0,0,0,91,0.5625,720,1280,1,4.205505259335041
0301717e95a03a33d3dcd427eca8757a,0,1,1,1,0,0,0,0,0,0,0,0,57,0.845,676,800,0,5.971959467977285
03037d786fb0c392410d2d031ec3bc40,0,0,0,0,0,0,1,0,0,0,0,0,30,0.75,960,1280,0,4.346626080572605
03061e5075bde4995adf6cbf189b0901,0,1,1,1,0,0,0,0,1,0,0,0,4,1.775925925925926,959,540,0,5.444125182926655
030f610d267d5074615ab41d34f5a6f2,0,1,1,0,0,0,0,1,0,0,0,0,47,1.0,1280,1280,1,4.299651931971312
0337f2ce81eef33554ccabb17e2d8992,0,1,1,1,0,0,0,0,1,1,0,0,45,0.75,960,1280,1,4.422005966305733
0344e33e02cead400d41da3b881a2920,0,1,1,1,0,1,0,0,0,0,0,0,32,1.7777777777777777,960,540,1,4.785211689770222
03554d9a741249d07e4551fc2d4712a2,0,1,1,1,0,0,0,0,0,0,0,0,25,0.8607918263090677,674,783,1,4.771166183054447
0362d5f206bcd7a1e04402c101572ccd,0,1,1,1,0,0,0,0,1,1,1,0,15,1.3333333333333333,960,720,0,4.821173928678036
0365920c849af714930d75e7727c5165,0,1,1,1,0,1,0,0,0,0,0,0,46,1.0,525,525,0,5.050337113440037
03683727667e2c32eef824efd54bf21d,0,0,1,1,0,0,0,0,0,1,0,0,21,1.3333333333333333,960,720,1,4.447681736201048
036a9984c03ac4b61664832560074c7a,0,1,1,1,0,0,0,0,0,0,0,0,35,1.3333333333333333,960,720,1,4.369976993650198
0372461ee0ea70d5e916da7fe78fedef,0,1,1,1,0,0,1,0,0,0,0,0,30,1.7777777777777777,960,540,1,5.512904591858387
037e47319c0298f97fe301acabd1e4dd,0,1,1,1,0,0,0,0,0,0,0,0,23,1.5238095238095235,960,630,1,4.817524820566177
0381ad0a8c479d86032d2b80838dbfdd,0,1,1,1,0,0,0,0,0,0,0,0,32,1.3333333333333333,960,720,1,5.049851939082146
0388dd1c1d6aad04c448a470af4b3790,0,1,1,1,0,1,0,0,0,1,1,0,43,1.7777777777777777,960,540,0,5.360693573951721
038c7c8e925037b23da8711b5621104e,0,0,0,1,0,0,0,0,0,0,0,0,42,1.7777777777777777,720,405,1,5.217312783002853
038dcf0921e7ca7555a5b8e06b5deb29,0,1,1,1,0,0,0,0,0,0,0,0,3,0.75,810,1080,1,4.7866973131895065
03940f7c2354884d7ccd1e27bc54b31a,0,1,1,1,0,0,1,0,0,0,1,0,32,1.0,1280,1280,1,4.640099540352821
03a020c7b36cd8572c92da83b6e4f27b,0,1,1,1,0,1,0,0,0,0,0,0,75,1.3333333333333333,960,720,1,4.921201169490814
03bf614bc238fdac0d612cdd149b14fa,0,1,1,1,0,1,0,1,0,1,1,0,54,1.0,960,960,0,5.536921449005604
03bfbe6d31c6c3ac48e726d2a9024e28,0,1,1,1,0,0,0,0,0,0,0,0,31,1.3333333333333333,960,720,1,4.735755708068609
03cc3bf8d70b4c82d026fa111c4fadea,1,1,1,1,0,0,0,0,0,0,0,0,23,1.3333333333333333,960,720,1,5.549624145030975
03d375014d1a35e972dbc3d92413df46,0,1,1,1,0,0,0,0,0,0,0,0,49,1.0434782608695652,960,920,0,5.3654977679252625
03d82e64d1b4d99f457259f03ebe604d,1,1,1,1,0,0,0,0,0,0,0,0,38,0.66640625,853,1280,1,3.874386962503195
03de1332aa87cf890cacd8107341de97,0,1,1,0,0,0,1,0,0,0,0,0,23,1.0,960,960,1,4.59777956455946
03e6217d0b35a021c6150429991acccd,0,1,1,1,0,0,0,0,1,1,0,0,22,1.0,960,960,0,5.484590213745832
03ebff6d254041b93adfc089d8837ef8,0,1,1,1,0,0,0,1,0,0,1,0,53,1.0,960,960,0,4.870528399944305
03ee2812ae36a55469b19f8e3e82b96a,0,0,1,1,0,0,1,0,1,1,0,1,39,1.3333333333333333,960,720,0,5.666720498353243
03f9353072191f8877825f0c7eefbea7,0,0,1,0,0,0,0,0,0,0,0,1,50,0.75,960,1280,1,5.010105617344379
03ff21c454ace450612b0bef3b0563eb,0,1,1,1,0,0,0,0,0,0,0,0,35,1.0,1280,1280,0,5.271385729312897
0411d13394490978d20076b38d438313,0,1,1,1,0,0,0,0,1,0,0,0,36,1.3132694938440492,960,731,1,5.324732042849064
04130a179c58ea747262f5227d66491b,0,0,1,1,0,0,0,0,0,0,0,0,89,0.75,960,1280,0,5.269444540143013
041ee4cf8f75b1a00e45f37001eedb52,0,0,1,1,0,0,0,0,0,0,0,1,31,1.1334120425029517,960,847,1,5.08360730856657
041f41a9645a19b8de619f97d9a0f509,0,1,1,1,0,0,0,0,0,0,0,0,19,0.9989594172736732,960,961,0,5.120039060711861
04201c5191c3b980ae307b20113c8853,0,1,1,1,0,0,0,0,0,0,0,0,57,1.7710583153347732,820,463,0,4.9578064903616905
042111bf9b2424b180c977bfa5c3e554,0,0,0,0,0,0,0,0,1,1,0,0,48,1.9712525667351128,960,487,1,6.256114553660154
0422cd506773b78a6f19416c98952407,0,1,0,1,0,0,0,0,0,0,0,0,12,1.134020618556701,770,679,1,5.1001522317528725
04277ac6ea7fc7e417e5d246ab08b488,0,1,1,1,0,0,0,0,0,0,0,0,21,0.75,960,1280,1,5.319583095610142
042f1c2a781314910b5e241a1ece6700,0,0,0,1,0,0,0,0,0,0,0,0,34,1.3333333333333333,960,720,0,5.999372273683548
043425b67ed8923e9b10aa8cd9e177fc,0,1,1,1,0,0,0,0,0,0,0,0,2,1.3333333333333333,960,720,1,5.713951129466295
04401eb40ba1e016aaecb5e0958ff1ab,0,1,1,0,0,0,0,1,0,0,0,0,35,1.0,1280,1280,1,6.714495785534382
0447b561b9463484ade679541a932fe5,0,1,1,1,0,0,0,0,0,0,0,0,38,2.1098901098901104,960,455,0,5.222566545009613
044b6613a9a3cd73b06029e197337816,0,1,1,1,0,0,0,0,0,0,0,0,29,0.4729166666666666,454,960,1,3.9115681163966656
0459c7b9aa888f5dc08f62b7925e9cff,0,1,1,0,0,0,1,0,1,1,0,0,41,0.5625,540,960,0,5.370678253471851
046622d8420ea96d3d3be00746cd893c,0,1,1,1,0,0,0,0,0,0,0,0,35,0.75,960,1280,1,5.479018867015839
0466b91813e18fde62f5224ea05c67a1,0,0,1,1,0,0,0,0,0,0,0,0,20,0.5625,720,1280,0,5.376048430800438
046d156532ddc82dd2e95a7cb624fd7d,0,1,1,1,0,0,0,0,0,0,0,0,45,1.348314606741573,960,712,0,4.667531941086054
046d3fb0560082412a5fc52cd694eb34,0,0,1,1,0,0,0,0,0,0,0,0,2,0.9502688172043012,707,744,0,5.152706854045391
04719a161572a4f9f9a1252d0e2eb24c,0,1,1,1,0,0,0,0,0,0,0,0,22,0.6648148148148149,718,1080,1,4.120463144034147
047a81a2d5baa5d7526f582fd7bd4805,0,1,1,0,0,0,0,0,0,0,0,0,61,0.75078125,961,1280,0,4.694672673940659
0482f3dfcdf483fd16be27d8531f6ed2,0,1,1,0,0,0,0,1,0,0,1,0,31,1.2949640287769784,900,695,1,4.208112213760614
0486493ba347db5362e75d544ba372d2,0,1,1,1,0,0,0,0,0,0,0,0,55,1.3333333333333333,960,720,0,5.797401621937752
048e1c5c4c2a7b38a28f221bf8c28519,0,1,1,1,0,1,0,0,0,0,0,0,52,1.3333333333333333,960,720,1,6.1013562716543674
04972a41160900f96fd5aae6925ad0ab,0,0,0,1,0,0,1,0,0,0,0,0,41,0.75,960,1280,1,5.039373774081469
04a547d636ce6f9a7b002868da29882a,0,1,1,1,0,0,0,0,1,1,0,0,28,1.3333333333333333,960,720,0,5.6925853826105595
04a56ab3b8d899eba636bd9b1a4b42dd,0,0,0,1,0,1,1,0,0,0,0,0,71,0.75,810,1080,0,5.633121540769935
04aa245fb95ca9469563e71a5fe16950,0,1,1,1,0,0,0,0,1,1,0,0,18,1.3333333333333333,960,720,1,5.7161263301968575
04b8c9a48d06bd97387cc51aca3e010d,0,0,0,1,0,0,0,0,0,0,0,1,37,0.5,640,1280,1,4.593897759914398
04bf5c88ffbddc20c4b5f41072310dfd,0,0,0,1,0,0,0,0,0,0,0,0,13,0.75,810,1080,1,4.910801663994789
04c1a42501b40e0513d41f7a5a268ebe,0,0,0,1,0,0,0,0,0,0,0,0,35,1.3333333333333333,960,720,0,5.062574453651905
04c629bca0882555f0c21011f449d5ae,0,1,1,1,0,0,0,0,1,1,0,0,36,1.7777777777777777,960,540,0,4.951821908354759
04c7819455dc899fdcc11e0d4eb2d875,1,1,1,1,0,0,0,0,0,0,0,0,23,1.3333333333333333,960,720,1,5.2996930330991745
04d203922a8c5db8f75188683017a352,0,1,1,1,0,0,0,0,0,0,0,0,40,1.7777777777777777,480,270,0,4.948984682559967
04d63711465c5f95e31720af422e326f,0,1,1,1,0,0,0,0,0,0,0,0,16,1.3333333333333333,960,720,0,4.744115896522999
04d6584c30cfead253f01f326f214112,0,1,1,1,0,0,1,0,0,0,0,0,28,1.7777777777777777,960,540,1,5.307909652590752
04da7e561eb86d14d1e96f108e1100d7,1,1,1,1,0,0,0,0,0,0,0,0,23,1.3333333333333333,960,720,1,5.214064549654722
04dc0eb367365366aa5403f4c908784e,0,0,1,1,0,0,0,0,0,0,0,0,62,1.0376623376623375,799,770,0,4.40282641351223
04e7c6e038547136091b5e947fb8a672,0,1,1,1,0,0,0,0,1,0,0,0,29,1.7777777777777777,720,405,1,5.01072046905756
04e982d21834981fea72716f2ca6fd56,0,0,0,1,0,0,0,0,0,0,0,0,15,0.75,960,1280,1,5.432092919945717
04ebc0325d5dee6f49e4cd3dea1b3839,0,1,1,1,0,1,0,0,0,0,0,0,39,0.75,960,1280,0,5.804597217589617
04f346df5c8285784504ea4ca6576684,0,1,1,1,0,0,0,0,0,0,0,0,46,1.7777777777777777,960,540,1,5.61098538339138
04f417b8b6f75af6bdf75251d88b3beb,0,1,1,1,0,0,0,0,0,0,0,0,97,0.75,744,992,0,4.903786204755306
04fe49d146ec99a21215995c39c8a3a2,0,0,1,1,0,0,0,0,0,0,0,0,34,1.2043895747599451,878,729,0,4.610262930393219
04fef9f129bc6e4b90644d4290fde8c3,0,1,1,1,0,0,0,0,0,0,0,0,100,1.1735941320293402,960,818,0,4.962631970643997
05010a08dc04beffa845696c357676df,0,1,1,1,0,1,0,0,0,0,0,0,43,1.3333333333333333,960,720,0,5.792894389480352
050ab8059a28a24723d621709f4db97c,0,0,1,1,0,0,0,0,0,0,0,0,54,0.75,810,1080,0,4.305524617433548
05193d7da3cb8be5e524d753c73e603b,0,1,1,1,0,0,0,0,0,0,0,0,32,0.75,720,960,1,4.627632305026054
052290b91828524aa34bb2c05079bb33,0,1,1,1,0,0,0,0,0,0,0,0,63,1.0,810,810,0,4.503811851143837
05245393ccd83f20fda8e846c583c83b,0,1,1,1,0,0,0,0,0,1,0,0,39,1.7777777777777777,960,540,0,4.426610611379147
05257f67e216eaf0aa65f67e86e26640,0,1,1,1,0,0,0,0,0,0,0,0,24,1.3328125,853,640,1,4.489059738814831
053684ba5b25535ea1adad38c50cfe16,0,0,1,1,0,0,1,0,0,0,0,0,29,0.75,960,1280,1,4.7994233556091785
053d215699033aa37c5238412eb079d0,0,1,1,1,0,0,0,0,0,0,0,0,7,1.94331983805668,960,494,1,4.043752688914537
054712fd5f0bd399ee7a3efbc5750f5e,0,1,1,1,0,0,0,0,0,0,0,0,23,1.25,960,768,1,4.929591029882431
0547dcc180746ae58fe974cca0be9c9c,0,1,1,1,0,0,0,0,0,0,0,0,30,1.7810760667903525,960,539,0,5.2645659148693085
05489cc21e9be8183f0a26aa1824abac,0,1,1,1,0,0,0,0,0,0,0,0,79,0.75,756,1008,0,5.2343907579779625
054922c07086bb8af4e3775e2fd166c3,0,1,1,1,0,0,0,0,0,0,0,0,17,0.75,768,1024,1,5.055475294589996
054cef9194f1a4513dc0965893b589bf,0,0,0,1,0,0,0,0,0,0,0,0,2,1.3333333333333333,960,720,0,4.65126596391201
056856aa5408b54049810e88cf94fa8c,0,1,1,1,0,0,0,0,0,0,0,0,40,0.5625,720,1280,1,4.489355608820915
056bad3e5c3de7c9b7182cdc8a36ea32,0,1,1,1,0,0,0,0,1,1,0,0,20,1.3333333333333333,960,720,0,5.981328211724758
057002edc16aadc40f84c2901ba545e0,0,1,1,1,0,0,0,0,0,0,0,0,17,1.3333333333333333,960,720,1,4.8320781998336315
